,month,fir_overall_count,fir_caw_count,fir_bywomen_count,arrest_count,dir_count,ncr_count,ps_code,urban,dist_urban,treatment,implement_quality,training_score,comm_outreach_strength,regular_whd,women_whd,urban_encoded,treatment_encoded
1749,2019-12-01,30,5,5,7,2,13,4070.0,Urban,6.0,Treatment,8.0,3.3112674,2.09,1.0,0.0,1.0,1.0
1752,2020-01-01,57,16,6,6,4,15,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1755,2020-04-01,20,5,1,1,0,4,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1756,2019-12-01,58,18,8,13,2,16,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1760,2019-10-01,59,21,10,24,0,23,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1761,2019-08-01,57,15,9,15,0,24,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1762,2020-05-01,46,18,4,9,0,12,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1763,2020-03-01,56,19,7,2,1,11,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1765,2019-09-01,84,23,11,34,0,25,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1766,2019-07-01,61,13,6,20,0,30,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1767,2019-06-01,50,5,3,2,0,33,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1768,2019-11-01,65,21,8,24,0,17,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1773,2019-05-01,35,1,1,1,0,41,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1774,2020-02-01,58,14,8,8,0,7,4071.0,Urban,6.0,Treatment,8.0,3.4473684,1.05,0.0,1.0,1.0,1.0
1775,2019-12-01,40,4,3,3,4,9,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1777,2019-07-01,45,10,6,14,0,13,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1778,2019-06-01,45,7,4,6,0,11,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1782,2020-03-01,26,4,4,0,0,13,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1783,2020-05-01,29,5,3,2,0,21,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1786,2019-09-01,38,7,5,5,0,11,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1787,2019-11-01,43,7,2,9,1,14,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1789,2019-05-01,37,9,6,12,0,6,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1790,2020-04-01,8,2,2,1,0,9,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1792,2019-10-01,39,8,2,14,0,10,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1794,2020-01-01,40,11,6,7,0,13,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1795,2020-02-01,42,13,8,8,0,11,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1799,2019-08-01,34,8,7,11,0,17,4072.0,Urban,6.0,Treatment,9.0,2.338509,2.05,1.0,0.0,1.0,1.0
1827,2020-03-01,34,2,2,0,0,18,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1830,2019-11-01,26,1,1,0,0,31,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1831,2019-05-01,53,3,3,0,0,55,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1834,2019-09-01,34,2,2,0,0,38,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1835,2019-10-01,49,3,3,2,0,31,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1836,2019-06-01,46,3,3,2,0,34,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1838,2019-08-01,31,2,2,0,0,29,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1840,2019-07-01,33,0,0,0,0,31,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1841,2020-01-01,27,1,1,0,0,37,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1843,2020-02-01,49,1,1,0,0,36,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1844,2020-05-01,19,0,0,0,0,10,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1846,2020-04-01,47,0,0,0,0,2,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1847,2019-12-01,21,0,0,0,0,22,5074.0,Urban,8.0,Treatment,8.0,2.1666667,2.12,0.0,1.0,1.0,1.0
1875,2019-06-01,65,19,7,13,0,163,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1876,2019-10-01,56,12,7,18,0,95,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1881,2019-05-01,95,18,8,16,0,150,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1884,2020-02-01,91,14,5,2,0,133,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1889,2019-11-01,46,7,4,1,0,96,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1890,2019-08-01,54,9,5,3,0,96,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1891,2019-09-01,54,11,8,10,1,90,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1892,2019-12-01,71,12,5,13,0,106,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1894,2020-03-01,58,12,5,9,2,139,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1895,2019-07-01,59,12,7,6,0,110,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1896,2020-04-01,48,1,1,0,0,11,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1898,2020-05-01,29,0,0,0,0,38,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1899,2020-01-01,66,5,2,0,0,119,5076.0,Urban,8.0,Treatment,8.0,3.3954935,1.05,1.0,0.0,1.0,1.0
1901,2020-05-01,21,3,1,0,0,27,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1904,2020-01-01,61,7,4,3,0,82,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1906,2019-11-01,57,6,6,7,0,99,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1908,2020-02-01,51,5,4,5,0,82,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1909,2020-03-01,58,5,5,0,1,59,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1910,2019-05-01,68,9,5,5,0,84,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1912,2019-09-01,61,9,6,6,2,67,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1913,2019-12-01,56,9,4,5,0,72,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1915,2020-04-01,102,2,1,0,0,12,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1916,2019-08-01,67,9,6,8,0,71,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1918,2019-06-01,71,8,5,4,1,82,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1923,2019-10-01,53,10,5,6,0,73,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1924,2019-07-01,67,7,6,11,0,80,5077.0,Urban,8.0,Treatment,6.0,2.25,2.18,0.0,1.0,1.0,1.0
1927,2019-11-01,44,4,4,2,0,92,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1929,2020-04-01,98,0,0,0,0,9,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1931,2019-06-01,59,8,5,4,0,177,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1932,2020-01-01,64,2,1,3,0,103,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1935,2020-02-01,33,3,3,1,0,120,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1936,2019-10-01,45,2,2,3,0,117,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1937,2020-03-01,51,0,0,0,0,96,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1939,2019-12-01,53,7,4,3,0,107,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1940,2019-09-01,44,2,2,2,0,89,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1943,2019-07-01,53,5,3,1,0,116,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1945,2020-05-01,49,0,0,0,0,76,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1947,2019-08-01,48,2,2,2,0,68,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1949,2019-05-01,53,2,2,2,1,157,5078.0,Urban,8.0,Treatment,8.0,1.0,2.16,0.0,1.0,1.0,1.0
1950,2020-05-01,29,0,0,0,0,2,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1951,2020-04-01,82,0,0,0,0,2,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1952,2019-05-01,24,1,1,0,1,23,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1953,2019-11-01,26,1,1,0,0,16,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1955,2019-08-01,29,0,0,0,1,16,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1957,2019-09-01,17,1,1,1,1,18,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1958,2019-12-01,27,1,1,0,0,16,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1960,2019-10-01,30,0,0,0,1,27,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1965,2019-07-01,21,2,1,2,1,13,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1970,2020-02-01,17,0,0,0,0,10,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1971,2020-03-01,22,0,0,0,0,28,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1972,2019-06-01,27,1,1,1,3,10,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1973,2020-01-01,17,1,1,1,1,14,5079.0,Urban,8.0,Treatment,6.0,2.25,3.2,1.0,0.0,1.0,1.0
1977,2019-09-01,16,3,2,6,0,54,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1978,2019-05-01,29,3,3,3,0,88,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1979,2019-11-01,25,2,2,2,0,60,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1980,2019-10-01,13,0,0,0,0,63,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1983,2020-01-01,11,2,2,1,0,45,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1985,2019-08-01,12,2,2,3,0,52,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1987,2020-04-01,21,1,1,1,0,44,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1989,2019-07-01,31,2,2,2,0,97,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1990,2019-06-01,32,6,5,6,0,120,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1991,2020-03-01,26,5,4,6,0,48,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1993,2020-05-01,22,0,0,0,0,69,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1996,2019-12-01,17,1,1,1,0,58,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
1997,2020-02-01,21,1,1,1,0,57,5080.0,Rural,7.0,Treatment,8.0,2.3636365,2.04,0.0,1.0,0.0,1.0
2075,2019-08-01,55,0,0,0,0,49,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2076,2019-07-01,75,0,0,0,0,80,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2084,2020-04-01,107,0,0,0,0,9,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2086,2019-10-01,48,0,0,0,0,94,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2087,2019-06-01,79,1,1,1,0,100,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2088,2019-05-01,73,1,1,0,0,90,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2089,2020-05-01,73,1,1,1,0,24,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2090,2019-09-01,45,0,0,0,0,76,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2091,2020-03-01,58,0,0,0,0,71,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2095,2019-11-01,53,0,0,0,0,74,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2096,2020-01-01,57,0,0,0,0,65,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2097,2019-12-01,80,1,1,1,0,102,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2099,2020-02-01,51,0,0,0,0,69,5084.0,Urban,8.0,Treatment,6.0,1.2727273,1.08,0.0,1.0,1.0,1.0
2152,2019-10-01,24,1,1,1,0,54,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2153,2019-08-01,31,3,3,1,1,52,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2154,2019-07-01,20,2,2,0,0,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2156,2019-05-01,21,2,2,4,0,45,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2157,2019-09-01,23,4,3,3,2,40,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2160,2019-12-01,26,2,2,2,3,50,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2163,2020-01-01,34,2,2,5,8,36,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2165,2020-02-01,27,5,3,3,3,39,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2169,2020-03-01,24,2,1,1,9,36,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2170,2020-05-01,17,0,0,0,0,11,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2171,2019-06-01,38,2,2,1,0,48,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2173,2020-04-01,49,1,1,0,0,3,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2174,2019-11-01,24,1,1,1,4,53,5087.0,Urban,8.0,Treatment,8.0,2.4,2.12,1.0,0.0,1.0,1.0
2177,2019-12-01,26,7,6,6,0,39,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2178,2019-05-01,36,4,4,5,0,86,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2179,2019-06-01,32,8,3,12,0,62,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2180,2019-07-01,40,8,6,4,0,64,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2182,2020-03-01,35,5,5,1,0,47,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2187,2019-11-01,29,9,5,0,0,52,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2188,2019-10-01,19,4,4,1,0,51,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2190,2019-08-01,23,2,2,3,0,33,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2192,2020-01-01,28,5,4,3,0,41,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2196,2020-05-01,53,1,1,0,0,11,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2197,2020-04-01,25,2,2,0,0,3,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2198,2020-02-01,26,3,3,6,0,54,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2199,2019-09-01,29,3,2,0,0,52,5088.0,Rural,7.0,Treatment,7.0,2.7411764,1.0,1.0,0.0,0.0,1.0
2200,2020-02-01,30,0,0,0,12,64,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2203,2019-08-01,31,1,1,0,0,53,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2205,2019-12-01,23,0,0,0,6,49,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2207,2020-05-01,24,0,0,0,0,10,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2209,2019-07-01,41,2,2,1,0,77,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2210,2019-06-01,41,3,2,2,0,66,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2211,2019-09-01,35,1,1,2,1,80,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2216,2020-01-01,37,2,2,0,22,64,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2217,2020-04-01,42,0,0,0,0,1,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2220,2019-10-01,32,2,1,0,2,68,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2221,2020-03-01,33,0,0,0,7,49,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2222,2019-05-01,45,0,0,0,0,89,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2223,2019-11-01,37,4,3,0,5,58,5089.0,Urban,8.0,Treatment,7.0,2.2727273,2.16,0.0,1.0,1.0,1.0
2225,2020-04-01,69,0,0,0,0,1,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2226,2019-07-01,41,0,0,0,0,49,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2231,2019-11-01,33,0,0,0,0,30,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2232,2019-05-01,29,0,0,0,0,69,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2233,2020-05-01,27,0,0,0,0,19,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2235,2019-08-01,34,0,0,0,0,31,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2236,2019-10-01,34,0,0,0,0,59,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2237,2020-01-01,32,0,0,0,0,48,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2238,2019-12-01,21,0,0,0,0,37,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2240,2019-06-01,35,0,0,0,0,48,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2243,2019-09-01,25,0,0,0,0,41,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2245,2020-02-01,29,0,0,0,0,49,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2249,2020-03-01,28,0,0,0,0,43,5090.0,Urban,8.0,Treatment,1.0,1.2727273,0.0,1.0,0.0,1.0,1.0
2275,2020-03-01,37,4,4,4,1,14,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2276,2019-08-01,22,3,3,6,1,12,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2279,2020-01-01,19,0,0,0,0,15,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2280,2019-05-01,34,2,1,4,0,25,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2281,2019-12-01,21,2,1,1,0,15,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2283,2019-10-01,29,3,2,2,0,27,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2285,2019-07-01,28,2,1,0,0,12,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2287,2020-02-01,21,0,0,0,0,31,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2289,2019-09-01,25,7,6,11,0,24,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2291,2019-11-01,19,1,1,1,2,13,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2294,2019-06-01,25,0,0,0,0,21,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2296,2020-05-01,27,0,0,0,0,3,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2298,2020-04-01,69,0,0,0,0,0,5092.0,Urban,8.0,Treatment,6.0,3.5402298,0.04,1.0,0.0,1.0,1.0
2301,2019-10-01,22,0,0,0,5,19,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2302,2020-01-01,21,0,0,0,2,11,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2303,2019-08-01,15,0,0,0,4,15,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2305,2019-05-01,22,1,1,4,0,19,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2307,2020-02-01,17,2,1,0,4,21,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2308,2020-04-01,53,0,0,0,0,3,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2310,2019-06-01,23,2,1,2,0,21,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2311,2019-12-01,16,0,0,0,3,26,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2313,2019-11-01,17,0,0,0,8,18,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2315,2020-05-01,16,0,0,0,0,12,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2316,2019-07-01,24,5,4,2,0,26,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2319,2019-09-01,22,0,0,0,3,18,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2320,2020-03-01,26,1,1,3,3,17,5093.0,Urban,8.0,Treatment,7.0,2.4615386,2.18,0.0,1.0,1.0,1.0
2325,2020-02-01,34,3,3,3,1,35,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2327,2019-06-01,32,2,2,3,1,29,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2328,2019-11-01,24,0,0,0,2,36,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
2330,2020-04-01,19,0,0,0,0,24,5094.0,Rural,7.0,Treatment,6.0,1.4949495,1.05,1.0,0.0,0.0,1.0
